steps,duration,action,undefined,converged,polarized,uid
25000,703.335373878479,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,769.0271518230438,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,921.8093183040619,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,872.9161558151245,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,942.7839322090149,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,941.3071410655975,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,879.8881511688232,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,912.1619029045105,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,828.4615414142609,?,False,False,False,852ce55ec6524230abb75af53c23886c
25000,855.7101583480835,?,False,False,False,852ce55ec6524230abb75af53c23886c
