steps,duration,action,undefined,converged,polarized,uid
25000,738.4262790679932,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,699.7795236110687,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,737.2065744400024,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,720.8047425746918,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,720.719642162323,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,700.7104456424713,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,720.5688285827637,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,705.9147562980652,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,691.9821083545685,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
25000,726.0784780979156,?,False,False,False,19eb3766ab164aeda7554e6b74f8e056
