steps,duration,action,undefined,converged,polarized,uid
25000,843.9819009304047,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,858.2323360443115,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,800.8157410621643,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,786.1247751712799,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,788.2996275424957,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,854.7333447933197,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,834.6462678909302,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,756.4773347377777,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,752.7818965911865,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
25000,760.676237821579,?,False,False,False,aa0dbabcd97447f3a11df41d910c5c94
