steps,duration,action,undefined,converged,polarized,uid
25000,739.163610458374,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,739.8956158161163,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,734.6062650680542,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,741.1951739788055,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,735.5672385692596,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,735.430449962616,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,727.8407113552094,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,735.2965867519379,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,756.9721336364746,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
25000,761.83811211586,?,False,False,False,6ff2e79bc1f2400c8584555971eb386c
