steps,duration,action,undefined,converged,polarized,uid
25000,745.6411724090576,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,750.5792112350464,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,754.2038037776947,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,773.7782971858978,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,762.7608106136322,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,739.2984020709991,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,735.4141101837158,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,712.0650610923767,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,706.9630680084229,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
25000,711.9798171520233,?,False,False,False,d985847ab6504130ae73d8e0298dc6dd
