steps,duration,action,undefined,converged,polarized,uid
25000,721.1344525814056,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,739.6057953834534,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,709.870064496994,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,718.761467218399,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,727.4114260673523,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,732.5845391750336,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,710.662355184555,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,742.024879693985,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,705.7726657390594,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
25000,726.904577255249,?,False,False,False,bf4b6d352e90425a86af0f997fabfd0a
