steps,duration,action,undefined,converged,polarized,uid
25000,750.305189371109,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,698.8747653961182,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,692.151793718338,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,690.4840800762177,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,703.2433350086212,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,714.6119306087494,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,708.8057980537415,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,713.962751865387,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,696.7887918949127,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
25000,689.0964136123657,?,False,False,False,7f4ab3afe2db4625a7baed146c2f94b0
